identifier,file,mediatype,collection,title,creator,publisher,language,description,contributor,date,subject[0],subject[1],subject[3],licenseurl,scanner,source
Civil-Suit-1935,Civil-Suit.pdf,texts,opensource,ಸಿವಿಲ್ ಸೂಟ್,ಶ್ರೀಮತ್ ಸತ್ಯಧ್ಯಾನತೀರ್ಥ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Civil-Suit,Digital Library of India,1935,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382027
Daakshhaayind-i-Modalaneya-1950,Daakshhaayind-i-Modalaneya.pdf,texts,opensource,ದಾಕ್ಷಾಯಿಣೀ ಭಾಗ ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daakshhaayind-i-Modalaneya,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364669
Daamaajipanta-1936,Daamaajipanta.pdf,texts,opensource,ಭಕ್ತ ಶಿಖಾಮಣಿ ದಾಮಾಜಿಪಂತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daamaajipanta,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364453
Daarshika-1952,Daarshika.pdf,texts,opensource,ದರ್ಶಿಕ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daarshika,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364656
Daasa-1946,Daasa.pdf,texts,opensource,ದಾಸ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daasa,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362804
Daasaaryara-Charitre-1928,Daasaaryara-Charitre.pdf,texts,opensource,ದಾಸಾಚಾರ್ಯರ ಚರಿತ್ರೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daasaaryara-Charitre,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362962
Daasaboodha-1933,Daasaboodha.pdf,texts,opensource,ದಾಸಭೋಧ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daasaboodha,Digital Library of India,1933,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363432
Daasara-Padasangrahavu-1927,Daasara-Padasangrahavu.pdf,texts,opensource,ದಾಸರ ಪದಸಂಗ್ರಹವು ಭಾಗ ೨,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daasara-Padasangrahavu,Digital Library of India,1927,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362934
Dahanachitra-1945,Dahanachitra.pdf,texts,opensource,ದಹನಚಿತ್ರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dahanachitra,Digital Library of India,1945,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363394
Daivatantra-1928,Daivatantra.pdf,texts,opensource,ದೈವತಂತ್ರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daivatantra,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364754
Dakshhind-a-Aaphrikadalli-1941,Dakshhind-a-Aaphrikadalli.pdf,texts,opensource,ದಕ್ಷಿಣ ಆಫ್ರಿಕಾದಲ್ಲಿ ಸತ್ಯಾಗ್ರಹ ಭಾಗ ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dakshhind-a-Aaphrikadalli,Digital Library of India,1941,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363555
Dalavaayi-Saatanaami-1940,Dalavaayi-Saatanaami.pdf,texts,opensource,ದಳವಾಯಿ ಸಾತನಾಮಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dalavaayi-Saatanaami,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364627
Dalita-Kusuma-1947,Dalita-Kusuma.pdf,texts,opensource,ದಲಿತ ಕುಸುಮ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dalita-Kusuma,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362793
Daridranaaraayand-a-1933,Daridranaaraayand-a.pdf,texts,opensource,ದರಿದ್ರನಾರಾಯಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daridranaaraayand-a,Digital Library of India,1933,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364620
Darpachuurnd-a-1943,Darpachuurnd-a.pdf,texts,opensource,ದರ್ಪಚೂರ್ಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Darpachuurnd-a,Digital Library of India,1943,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362596
Dasa-Sahithyadalli-1994,Dasa-Sahithyadalli.pdf,texts,opensource,ದಾಸ ಸಾಹಿತ್ಯದಲ್ಲಿ ಜಾನಪದ ಅಂಶಗಳು ಸಂಪುಟ ೧,ಆರ್. ಸುನಂದಮ್ಮ,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Dasa-Sahithyadalli,Digital Library of India,1994,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382235
Dasa-Sahitya-1991,Dasa-Sahitya.pdf,texts,opensource,ದಾಸ ಸಾಹಿತ್ಯ ಸುಧೆ,ಟಿ. ಎನ್. ನಾಗರತ್ನ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Dasa-Sahitya,Digital Library of India,1991,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382236
Dasatatva-Prakasike-1995,Dasatatva-Prakasike.pdf,texts,opensource,ದಾಸತತ್ವ ಪ್ರಕಾಶಿಕೆ,ಕೆ. ಅಪ್ಪಣ್ಣಾಚಾರ್ಯ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Dasatatva-Prakasike,Digital Library of India,1995,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382238
Dashaprakarand-a-Parichaya-1946,Dashaprakarand-a-Parichaya.pdf,texts,opensource,ದಾಶಪ್ರಕರಣ ಪರಿಚಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dashaprakarand-a-Parichaya,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363405
Dattaa-1955,Dattaa.pdf,texts,opensource,ದತ್ತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dattaa,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362738
Dattasaahitya-1946,Dattasaahitya.pdf,texts,opensource,ದತ್ತಸಾಹಿತ್ಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dattasaahitya,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363259
Daulat-Dvitiiya-1942,Daulat-Dvitiiya.pdf,texts,opensource,ದೌಲತ್ ಭಾಗ ೨,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daulat-Dvitiiya,Digital Library of India,1942,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362701
Daulat-Naalkaneya-1955,Daulat-Naalkaneya.pdf,texts,opensource,ದೌಲತ್ ಭಾಗ ೪,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daulat-Naalkaneya,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362734
Daulat-Prathama-1937,Daulat-Prathama.pdf,texts,opensource,ದೌಲತ್ ಭಾಗ ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daulat-Prathama,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362653
Daulat-Trxtiiya-1946,Daulat-Trxtiiya.pdf,texts,opensource,ದೌಲತ್ ಭಾಗ ೩,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Daulat-Trxtiiya,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362693
Davana-1940,Davana.pdf,texts,opensource,ದವನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Davana,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363376
DecemberSapthagiri1984Kannada-1984,DecemberSapthagiri1984Kannada.pdf,texts,opensource,ಸಪ್ತಗಿರಿ ಕನ್ನಡ ಡಿಸೆಂಬರ್ ೧೯೮೪,ಕೆ. ಸುಬ್ಬರಾವ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,DecemberSapthagiri1984Kannada,Digital Library of India,1984,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/494668
Deiva-Daanavaru-1930,Deiva-Daanavaru.pdf,texts,opensource,ದೇವ ದಾನವರು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deiva-Daanavaru,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364534
Deivaduutaru-1955,Deivaduutaru.pdf,texts,opensource,ದೇವದೂತರು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deivaduutaru,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362849
Deivagiri-Patana-1955,Deivagiri-Patana.pdf,texts,opensource,ದೇವಗಿರಿ ಪಟ್ಟಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deivagiri-Patana,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362852
Deivara-Hola-1950,Deivara-Hola.pdf,texts,opensource,ದೇವರ ಹೊಲ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deivara-Hola,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363358
Deivara-Saamraajya-1950,Deivara-Saamraajya.pdf,texts,opensource,ದೇವರ ಸಾಮ್ರಾಜ್ಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deivara-Saamraajya,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362618
Deivaru-1900,Deivaru.pdf,texts,opensource,ದೇವರು,ಲಿಂ. ದೇವೇಗೌಡ,ಜೆ. ಬಾಪಟ್,kan,Deivaru,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363876
Deivaru-Sattanei-1930,Deivaru-Sattanei.pdf,texts,opensource,ದೇವರು ಸತ್ತಾನೇ ೨,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deivaru-Sattanei,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363005
Deshabhakti-2-1947,Deshabhakti-2.pdf,texts,opensource,ದೇಶಭಕ್ತಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Deshabhakti-2,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363486
Devi-Chatuhststupachaara-2002,Devi-Chatuhststupachaara.pdf,texts,opensource,ಸಪ್ತಮಾತೃಕಾ ಸಂಕ್ಷಿಪ್ತ ಮಹಾತ್ಮೆ,ಕೆ. ಜಯರಾಮನ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Devi-Chatuhststupachaara,Digital Library of India,2002,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382239
Dhaaravaadada-Hudugi-1950,Dhaaravaadada-Hudugi.pdf,texts,opensource,ಧಾರವಾಡದ ಹುಡುಗಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dhaaravaadada-Hudugi,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364818
Dhaarmikateija-Grantha-1928,Dhaarmikateija-Grantha.pdf,texts,opensource,ಧಾರ್ಮಿಕತೇಜ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dhaarmikateija-Grantha,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364712
Dharma-Samrakshane-1983,Dharma-Samrakshane.pdf,texts,opensource,ಧರ್ಮ ಸಂರಕ್ಷಣೆ,ಎಂ. ವೆಂಕಟೇಶ ಐಯ್ಯಂಗಾರ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Dharma-Samrakshane,Digital Library of India,1983,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382032
Dharma-Sanbhava-1931,Dharma-Sanbhava.pdf,texts,opensource,ಧರ್ಮಸಂಭವ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dharma-Sanbhava,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363430
Dharmaamrxta-Sangrahan-1952,Dharmaamrxta-Sangrahan.pdf,texts,opensource,ಧರ್ಮಾಮೃತ ಸಂಗ್ರಹಂ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dharmaamrxta-Sangrahan,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362944
Dharmarahasya-Satsamaagama-1933,Dharmarahasya-Satsamaagama.pdf,texts,opensource,ಧರ್ಮರಹಸ್ಯ ಸತ್ಸಮಾಗಮ ಪ್ರಭಾವ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dharmarahasya-Satsamaagama,Digital Library of India,1933,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364703
Dharmasankata-4-1946,Dharmasankata-4.pdf,texts,opensource,ಧರ್ಮಸಂಕಟ ೪,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dharmasankata-4,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362845
Dhasanjali-1982,Dhasanjali.pdf,texts,opensource,ದಾಸಾಂಜಲಿ,ಬನ್ನಂಜೆ ಗೋವಿಂದಾಚಾರ್ಯ,ಶ್ರೀ ವೆಂಕಟೇಶ್ವರ ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ ಟಿಟಿಡಿ ತಿರುಪತಿ,kan,Dhasanjali,Digital Library of India,1982,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382033
Dhuumakeitu-1947,Dhuumakeitu.pdf,texts,opensource,ಧೂಮಕೇತು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Dhuumakeitu,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362861
Diipadhaari-4-1955,Diipadhaari-4.pdf,texts,opensource,ದೀಪಧಾರಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Diipadhaari-4,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363195
Divya-Preima-1950,Divya-Preima.pdf,texts,opensource,ದಿವ್ಯ ಪ್ರೇಮ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Divya-Preima,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362995
Divyaushhadhi-1955,Divyaushhadhi.pdf,texts,opensource,ದಿವ್ಯೌಷಧಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Divyaushhadhi,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363007
Donku-Baala-1944,Donku-Baala.pdf,texts,opensource,ಡೊಂಕು ಬಾಲ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Donku-Baala,Digital Library of India,1944,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364851
Edireitu-1950,Edireitu.pdf,texts,opensource,ಎದಿರೇಟು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Edireitu,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364804
Eksarei-1940,Eksarei.pdf,texts,opensource,ಏಕಸಾರಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Eksarei,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362876
Enke-Vikaankagalu-1947,Enke-Vikaankagalu.pdf,texts,opensource,ಎನ್ಕೆ - ಏಕಾಂಕಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Enke-Vikaankagalu,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363511
Eradanei-Hendati-1928,Eradanei-Hendati.pdf,texts,opensource,ಎರಡನೇ ಹೆಂಡತಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Eradanei-Hendati,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364848
Eradaneya-Sanbandha-1951,Eradaneya-Sanbandha.pdf,texts,opensource,ಎರಡನೇಯ ಸಂಬಂಧ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Eradaneya-Sanbandha,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364553
Eradu-Shilita-1947,Eradu-Shilita.pdf,texts,opensource,ಎರಡು ಸೆಳೆತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Eradu-Shilita,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364516
FebruarySapthagiri1984Kannada-1984,FebruarySapthagiri1984Kannada.pdf,texts,opensource,ಸಪ್ತಗಿರಿ ಕನ್ನಡ ಫೆಬ್ರವರಿ ೧೯೮೪,ಕೆ. ಸುಬ್ಬರಾವ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,FebruarySapthagiri1984Kannada,Digital Library of India,1984,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/494669
Gaaligoopura-43-1940,Gaaligoopura-43.pdf,texts,opensource,ಗಾಳಿಗೋಪುರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gaaligoopura-43,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362592
Gadaayuddhan-Naatakan-1930,Gadaayuddhan-Naatakan.pdf,texts,opensource,ಗದಾಯುಧ್ಧ ನಾಟಕಂ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gadaayuddhan-Naatakan,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364580
